baths,beds,city,latitude,longitude,price,sale_date,sq__ft,state,street,type,zip,price_mean,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,n_zip,s_zip
2.0,4.0,SACRAMENTO,38.558423,-121.32794799999999,131200.0,Wed May 21 00:00:00 EDT 2008,1380.0,CA,9861 CULP WAY,Residential,95827.0,204104.11111111112,0.18475771717301312,-0.29994619464012007,0.23703194778426656,0.07629492153921381,0.8582375478927203,0.8958212817720546
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.472122,-121.404199,132000.0,Wed May 21 00:00:00 EDT 2008,1248.0,CA,7825 CREEK VALLEY CIR,Residential,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.21435932669185848,-0.07844427540540352,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
2.0,2.0,ELK GROVE,38.423251,-121.44448899999999,133000.0,Wed May 21 00:00:00 EDT 2008,1039.0,CA,5201 LAGUNA OAKS DR Unit 140,Condo,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.17846100996221229,-0.32344800390104766,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
2.0,3.0,NORTH HIGHLANDS,38.691161,-121.37191999999999,134555.0,Wed May 21 00:00:00 EDT 2008,1152.0,CA,6768 MEDORA DR,Residential,95660.0,135659.33333333334,0.06719420807871603,-0.9833565201840563,0.19787014771556166,-0.19098187318330706,0.21839080459770116,-1.06482325034834
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.566663,-121.33264399999999,136500.0,Wed May 21 00:00:00 EDT 2008,1380.0,CA,3100 EXPLORER DR,Residential,95827.0,204104.11111111112,0.18475771717301312,-0.29994619464012007,0.23703194778426656,0.07629492153921381,0.8582375478927203,0.8958212817720546
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELVERTA,38.713182,-121.411227,138750.0,Wed May 21 00:00:00 EDT 2008,1116.0,CA,7944 DOMINION WAY,Residential,95626.0,132866.0,0.0623962661553315,-1.011247513546385,0.19168670559945036,-0.23318347235002088,0.08812260536398467,-1.4639963886243486
,,,,,,,,,,,,,,,,,,
2.0,2.0,ELK GROVE,38.423251,-121.44448899999999,141000.0,Wed May 21 00:00:00 EDT 2008,1039.0,CA,5201 LAGUNA OAKS DR Unit 162,Condo,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.17846100996221229,-0.32344800390104766,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.48742,-121.46245900000001,146250.0,Wed May 21 00:00:00 EDT 2008,1418.0,CA,3920 SHINING STAR DR,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.24355891446238406,0.1208410539929673,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,NORTH HIGHLANDS,38.658246000000005,-121.375469,147308.0,Wed May 21 00:00:00 EDT 2008,1082.0,CA,5031 CORVAIR ST,Residential,95660.0,135659.33333333334,0.06719420807871603,-0.9833565201840563,0.18584678804534524,-0.27304053822969504,0.21839080459770116,-1.06482325034834
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.479553,-121.46331699999999,148750.0,Wed May 21 00:00:00 EDT 2008,1472.0,CA,7661 NIXOS WAY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.252834077636551,0.18414345274303803,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.49857,-121.420925,149593.0,Wed May 21 00:00:00 EDT 2008,1146.0,CA,7044 CARTHY WAY,Residential,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.1968395740295431,-0.19801547304442602,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
1.0,1.0,SACRAMENTO,38.58514,-121.40373600000001,150000.0,Wed May 21 00:00:00 EDT 2008,760.0,CA,2442 LARKSPUR LN,Condo,95825.0,189686.76923076922,0.15999390964385093,-0.4439010824755757,0.1305393335623497,-0.6505103974430798,0.8505747126436781,0.8723405089322893
,,,,,,,,,,,,,,,,,,
2.0,2.0,SACRAMENTO,38.658812,-121.542345,152000.0,Wed May 21 00:00:00 EDT 2008,1304.0,CA,4800 WESTLAKE PKWY Unit 2109,Condo,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.2239780144280316,-0.01279734336829314,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.493955,-121.48966000000001,154000.0,Wed May 21 00:00:00 EDT 2008,1207.0,CA,2178 63RD AVE,Residential,95822.0,157677.66666666666,0.10501378489842528,-0.7635069299037914,0.2073170731707317,-0.1265072077897165,0.8390804597701149,0.8371193496726416
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELK GROVE,38.41653,-121.379653,156896.0,Wed May 21 00:00:00 EDT 2008,1056.0,CA,8718 ELK WAY,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.18138096873926485,-0.30351947096121057,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,2.0,ANTELOPE,38.72027,-121.33155500000001,161250.0,Wed May 21 00:00:00 EDT 2008,1043.0,CA,5708 RIDGEPOINT DR,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.17914805908622466,-0.31875893732696836,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
2.0,4.0,NORTH HIGHLANDS,38.699251000000004,-121.37141399999999,161500.0,Wed May 21 00:00:00 EDT 2008,1587.0,CA,7315 KOALA CT,Residential,95660.0,135659.33333333334,0.06719420807871603,-0.9833565201840563,0.2725867399519066,0.31895411674781826,0.21839080459770116,-1.06482325034834
,,,,,,,,,,,,,,,,,,
1.0,4.0,SACRAMENTO,38.613765,-121.488694,164000.0,Wed May 21 00:00:00 EDT 2008,1120.0,CA,2622 ERIN DR,Residential,95833.0,198765.9,0.17558859060289006,-0.35324739177617365,0.19237375472346271,-0.22849440577594154,0.8812260536398467,0.9662636002913502
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.450542999999996,-121.432538,165000.0,Wed May 21 00:00:00 EDT 2008,1580.0,CA,8421 SUNBLAZE WAY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.2713844039848849,0.3107482502431795,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
1.0,4.0,SACRAMENTO,38.489405,-121.45281100000001,166357.0,Wed May 21 00:00:00 EDT 2008,1955.0,CA,7420 ALIX PKWY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.3357952593610443,0.7503482415631151,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.636748,-121.42215900000001,166357.0,Wed May 21 00:00:00 EDT 2008,1656.0,CA,3820 NATOMA WAY,Residential,95838.0,149461.35135135136,0.09090111054027583,-0.8455455441957693,0.2844383373411199,0.3998405151506864,0.9003831417624522,1.0249655323907632
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.499953999999995,-121.45446899999999,168000.0,Wed May 21 00:00:00 EDT 2008,1477.0,CA,4431 GREEN TREE DR,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.25369288904156645,0.19000478596063716,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELK GROVE,38.415518,-121.370527,170000.0,Wed May 21 00:00:00 EDT 2008,1188.0,CA,9417 SARA ST,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.20405358983167296,-0.14878027401659322,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.473814000000004,-121.4,173000.0,Wed May 21 00:00:00 EDT 2008,1590.0,CA,8299 HALBRITE WAY,Residential,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.27310202679491585,0.3224709166783778,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.477553,-121.419463,174250.0,Wed May 21 00:00:00 EDT 2008,1463.0,CA,7223 KALLIE KAY LN,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.2512882171075232,0.17359305295135957,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.474853,-121.406326,174313.0,Wed May 21 00:00:00 EDT 2008,1714.0,CA,8156 STEINBECK WAY,Residential,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.29440054963929924,0.4678319804748365,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.465184,-121.434925,178480.0,Wed May 21 00:00:00 EDT 2008,1185.0,CA,7957 VALLEY GREEN DR,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.20353830298866368,-0.15229707394715272,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,GALT,38.287789000000004,-121.294715,178760.0,Wed May 21 00:00:00 EDT 2008,1406.0,CA,1122 WILD POPPY CT,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.24149776709034695,0.10677385427072936,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.665724,-121.358576,179580.0,Wed May 21 00:00:00 EDT 2008,1943.0,CA,4520 BOMARK WAY,Multi-Family,95842.0,143281.77272727274,0.0802868172171311,-0.9072476634270934,0.3337341119890072,0.7362810418408772,0.9157088122605364,1.0719270780702936
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.547011,-121.36621699999999,181000.0,Wed May 21 00:00:00 EDT 2008,1172.0,CA,9012 KIEFER BLVD,Residential,95826.0,181119.94444444444,0.14527918609041518,-0.529439478627706,0.2013053933356235,-0.1675365403129105,0.8544061302681992,0.8840808953521719
,,,,,,,,,,,,,,,,,,
1.0,3.0,CARMICHAEL,38.662105,-121.31394499999999,181872.0,Wed May 21 00:00:00 EDT 2008,1152.0,CA,5332 SANDSTONE ST,Residential,95608.0,295684.75,0.3420603138419885,0.6144720600261638,0.19787014771556166,-0.19098187318330706,0.019157088122605363,-1.6753233441822353
,,,,,,,,,,,,,,,,,,
3.0,4.0,SACRAMENTO,38.4473,-121.43521799999999,182587.0,Wed May 21 00:00:00 EDT 2008,1851.0,CA,5993 SAWYER CIR,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.3179319821367228,0.628432510637053,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,ANTELOPE,38.714609,-121.34788700000001,182716.0,Wed May 21 00:00:00 EDT 2008,1215.0,CA,4844 CLYDEBANK WAY,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.20869117141875645,-0.11712907464155786,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
2.0,3.0,GALT,38.260443,-121.29786399999999,182750.0,Wed May 21 00:00:00 EDT 2008,1130.0,CA,306 CAMELLIA WAY,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.19409137753349365,-0.21677173934074329,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
2.0,4.0,ORANGEVALE,38.664186,-121.21751100000002,183200.0,Wed May 21 00:00:00 EDT 2008,1603.0,CA,9021 MADISON AVE,Residential,95662.0,279159.54545454547,0.31367595643823887,0.4494704954837786,0.27533493644795604,0.33771038304413553,0.2260536398467433,-1.0413424775085747
,,,,,,,,,,,,,,,,,,
1.0,3.0,GALT,38.251808000000004,-121.302493,188741.0,Wed May 21 00:00:00 EDT 2008,1479.0,CA,404 6TH ST,Residential,95632.0,236943.42857142858,0.241163852487401,0.02794921776171236,0.25403641360357265,0.19234931924767681,0.1111111111111111,-1.3935540701050528
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.459041,-121.424644,189000.0,Wed May 21 00:00:00 EDT 2008,1420.0,CA,8317 SUNNY CREEK WAY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.24390243902439024,0.12318558728000695,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.560767,-121.377471,192067.0,Wed May 21 00:00:00 EDT 2008,1280.0,CA,2617 BASS CT,Residential,95826.0,181119.94444444444,0.14527918609041518,-0.529439478627706,0.2198557196839574,-0.04093174281276902,0.8544061302681992,0.8840808953521719
,,,,,,,,,,,,,,,,,,
2.0,3.0,ELK GROVE,38.422810999999996,-121.423285,194000.0,Wed May 21 00:00:00 EDT 2008,1586.0,CA,7005 TIANT WAY,Residential,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.27241497767090345,0.31778185010429844,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
2.0,3.0,ANTELOPE,38.711279,-121.393449,194818.0,Wed May 21 00:00:00 EDT 2008,1362.0,CA,7895 CABER WAY,Residential,95843.0,232496.39393939395,0.23352544655812346,-0.016453722597759103,0.23394022672621093,0.055194121955856906,0.9195402298850575,1.0836674644901763
,,,,,,,,,,,,,,,,,,
4.0,4.0,SACRAMENTO,38.480090000000004,-121.415102,195000.0,Wed May 21 00:00:00 EDT 2008,2162.0,CA,7624 BOGEY CT,Multi-Family,95828.0,184676.95555555556,0.1513888517462426,-0.49392328293925863,0.3713500515286843,0.9930074367717195,0.8620689655172413,0.9075616681919372
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.44004,-121.421012,198000.0,Wed May 21 00:00:00 EDT 2008,1266.0,CA,6930 HAMPTON COVE WAY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.2174510477499141,-0.057343475822046616,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,ELK GROVE,38.44076,-121.385792,199500.0,Wed May 21 00:00:00 EDT 2008,1715.0,CA,8708 MESA BROOK WAY,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.2945723119203023,0.4690042471183563,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,3.0,FOLSOM,38.687742,-121.17103999999999,200000.0,Wed May 21 00:00:00 EDT 2008,1820.0,CA,120 GRANT LN,Residential,95630.0,414960.17647058825,0.5469325939468102,1.8054184065584191,0.31260735142562696,0.5920922446879383,0.10344827586206896,-1.417034842944818
,,,,,,,,,,,,,,,,,,
1.0,3.0,CARMICHAEL,38.664468,-121.32683,200000.0,Wed May 21 00:00:00 EDT 2008,936.0,CA,5907 ELLERSLEE DR,Residential,95608.0,295684.75,0.3420603138419885,0.6144720600261638,0.16076949501889384,-0.44419146818358995,0.019157088122605363,-1.6753233441822353
,,,,,,,,,,,,,,,,,,
0.0,0.0,SACRAMENTO,38.631481,-121.50188,206000.0,Wed May 21 00:00:00 EDT 2008,0.0,CA,17 SERASPI CT,Residential,95834.0,248426.27272727274,0.26088724844504374,0.1426036080235157,0.0,-1.5414330465181494,0.8850574712643678,0.9780039867112328
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.653439,-121.535169,208000.0,Wed May 21 00:00:00 EDT 2008,1511.0,CA,170 PENHOW CIR,Residential,95834.0,248426.27272727274,0.26088724844504374,0.1426036080235157,0.2595328065956716,0.22986185184031133,0.8850574712643678,0.9780039867112328
,,,,,,,,,,,,,,,,,,
2.0,4.0,SACRAMENTO,38.454349,-121.43923899999999,212864.0,Wed May 21 00:00:00 EDT 2008,1590.0,CA,8345 STAR THISTLE WAY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.27310202679491585,0.3224709166783778,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,4.0,ELK GROVE,38.427818,-121.424026,221000.0,Wed May 21 00:00:00 EDT 2008,1596.0,CA,9080 FRESCA WAY,Residential,95758.0,231969.25,0.23262000288038737,-0.021717171803473354,0.2741326004809344,0.32950451653949675,0.5938697318007663,0.08573461880015501
,,,,,,,,,,,,,,,,,,
2.0,2.0,SACRAMENTO,38.67307,-121.506373,221000.0,Wed May 21 00:00:00 EDT 2008,1341.0,CA,391 NATALINO CIR,Residential,95835.0,276275.91891891893,0.30872292327117445,0.42067793871841064,0.23033321882514599,0.03057652244194051,0.8888888888888888,0.9897443731311154
,,,,,,,,,,,,,,,,,,
3.0,5.0,ELK GROVE,38.435435999999996,-121.39453600000002,223058.0,Wed May 21 00:00:00 EDT 2008,2136.0,CA,8373 BLACKMAN WAY,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.3668842322226039,0.9625285040402041,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,4.0,ELK GROVE,38.400676000000004,-121.38101,227887.0,Wed May 21 00:00:00 EDT 2008,1616.0,CA,9837 CORTE DORADO CT,Residential,95624.0,250743.67647058822,0.26486771452146196,0.16574251939200543,0.2775678461009962,0.3529498494098933,0.08045977011494253,-1.4874771614641136
,,,,,,,,,,,,,,,,,,
2.0,3.0,SACRAMENTO,38.491399,-121.443547,231477.0,Wed May 21 00:00:00 EDT 2008,1478.0,CA,5037 J PKWY,Residential,95823.0,175243.04918032786,0.13518479390650892,-0.5881193521847142,0.2538646513225696,0.191177052604157,0.842911877394636,0.8488597360925242
,,,,,,,,,,,,,,,,,,
2.0,3.0,RANCHO CORDOVA,38.593699,-121.31088999999999,234697.0,Wed May 21 00:00:00 EDT 2008,1287.0,CA,10245 LOS PALOS DR,Residential,95670.0,236060.2857142857,0.23964693071939736,0.019131175434781655,0.22105805565097905,-0.032725876308130224,0.2567049808429119,-0.9474193861495139
,,,,,,,,,,,,,,,,,,
2.0,4.0,CITRUS HEIGHTS,38.702855,-121.31308,235000.0,Wed May 21 00:00:00 EDT 2008,1277.0,CA,6613 NAVION DR,Residential,95621.0,177284.57142857142,0.1386913948071187,-0.5677350740911077,0.21934043284094812,-0.044448542743328504,0.06896551724137931,-1.5226983207237614
,,,,,,,,,,,,,,,,,,
